,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
948,20,RL,9500,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,3,3,CBlock,4,3,No,BLQ,609,Unf,0,785,1394,GasA,4,Y,SBrkr,1394,0,0,1394,1,0,1,1,3,1,3,6,Typ,2,4,Attchd,RFn,2,514,3,3,Y,0,76,0,0,185,0,0,7,2009,WD,Normal,159000
949,90,RM,7596,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,3,CBlock,3,3,No,Unf,0,Unf,0,960,960,GasA,4,Y,SBrkr,960,1000,0,1960,0,0,2,0,4,2,3,10,Typ,0,0,Detchd,Unf,2,400,3,3,N,0,0,0,0,0,0,0,7,2009,COD,Normal,124500
950,120,RM,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,Av,GLQ,659,Unf,0,189,848,GasA,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,Typ,0,0,Attchd,Fin,2,420,3,3,Y,140,0,0,0,0,0,0,11,2007,WD,Normal,131500
951,20,RL,8049,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,4,3,No,ALQ,1053,Unf,0,256,1309,GasA,3,Y,SBrkr,1339,0,0,1339,1,0,2,0,2,1,3,6,Typ,1,3,Attchd,Fin,2,484,4,4,Y,0,58,0,0,90,0,0,7,2006,WD,Normal,180000
952,45,RH,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,BrkTil,2,2,No,Unf,0,Unf,0,784,784,GasA,3,N,FuseA,784,0,0,784,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,2,360,2,2,N,0,0,91,0,0,0,0,10,2009,WD,Normal,76000
953,20,RL,8978,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,3,3,PConc,3,3,No,Unf,0,Unf,0,948,948,GasA,3,Y,SBrkr,948,0,0,948,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,1,300,3,3,Y,147,0,0,0,0,0,0,5,2007,WD,Family,108000
954,20,RL,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,3,3,CBlock,4,3,No,BLQ,1084,Unf,0,92,1176,GasA,4,Y,SBrkr,1178,0,0,1178,0,1,1,1,3,1,4,5,Typ,1,2,Attchd,Unf,2,439,3,3,Y,224,0,0,0,0,0,0,11,2008,WD,Normal,157000
955,60,RL,10762,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,GLQ,694,Unf,0,284,978,GasA,5,Y,SBrkr,1005,978,0,1983,0,0,2,1,3,1,4,9,Typ,1,3,Attchd,Fin,2,490,3,3,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,225000
956,90,RL,9297,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,3,3,No,ALQ,1606,Unf,0,122,1728,GasA,3,Y,SBrkr,1728,0,0,1728,2,0,2,0,4,2,3,8,Typ,0,0,Detchd,Unf,2,560,3,3,Y,0,0,0,0,0,0,0,7,2006,WD,Family,188000
957,30,RM,5232,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,BrkTil,2,3,No,Unf,0,Unf,0,680,680,GasA,4,N,FuseP,764,0,0,764,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,Unf,2,504,3,3,N,0,0,0,0,0,0,0,6,2008,WD,Normal,73000
958,180,RM,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,3,3,CBlock,4,3,Gd,GLQ,462,Unf,0,0,462,GasA,3,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,Typ,0,0,BuiltIn,Unf,1,297,3,3,Y,120,101,0,0,0,0,0,11,2009,WD,Normal,91000
959,160,FV,3000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,4,3,Av,GLQ,294,Unf,0,318,612,GasA,5,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,4,4,Typ,0,0,Detchd,RFn,2,528,3,3,Y,0,234,0,0,0,0,0,6,2009,New,Partial,173733
960,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,No,Unf,0,Unf,0,483,483,GasA,3,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,3,5,Typ,1,1,Attchd,Unf,1,288,3,3,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,94500
961,60,RL,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,4,4,PConc,4,3,No,GLQ,642,Unf,0,273,915,GasA,5,Y,SBrkr,933,975,0,1908,1,0,2,1,4,1,4,8,Typ,1,3,Attchd,Unf,2,493,3,3,Y,144,133,0,0,0,0,0,7,2008,WD,Normal,210000
962,20,RL,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,CBlock,3,3,Av,BLQ,739,Unf,0,405,1144,GasA,3,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,1,596,3,3,Y,44,0,0,0,0,0,0,6,2010,WD,Normal,129000
963,80,RL,10395,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,4,3,Av,ALQ,605,Unf,0,427,1032,GasA,3,Y,SBrkr,1032,0,0,1032,0,1,2,0,3,1,3,6,Typ,1,3,Attchd,Unf,2,564,3,3,Y,0,0,0,0,0,0,500,7,2007,WD,Normal,148000
964,60,RL,10029,Pave,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,4,3,PConc,4,3,No,GLQ,831,Unf,0,320,1151,GasA,3,Y,SBrkr,1164,896,0,2060,0,1,2,1,4,1,3,8,Typ,1,3,Attchd,Unf,2,521,3,3,Y,0,228,0,0,192,0,0,9,2007,WD,Normal,211000
965,20,RL,13695,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,3,3,No,GLQ,646,Unf,0,468,1114,GasA,5,Y,SBrkr,1114,0,0,1114,1,0,1,1,3,1,4,6,Typ,0,0,Detchd,Unf,2,576,3,3,Y,0,102,0,0,0,0,0,6,2008,WD,Normal,159000
966,80,RL,17871,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,4,3,Av,ALQ,528,Unf,0,1152,1680,GasA,2,Y,SBrkr,1724,0,0,1724,1,0,1,1,3,1,3,7,Typ,1,4,Attchd,RFn,2,480,3,3,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,197900
967,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,No,BLQ,317,Unf,0,355,672,GasA,4,Y,SBrkr,672,546,0,1218,0,1,1,1,3,1,3,7,Typ,0,0,Detchd,Unf,1,264,3,3,Y,0,28,0,0,0,0,0,5,2006,WD,Normal,118000
968,20,RH,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,2,2,CBlock,3,2,No,Unf,0,Unf,0,721,721,GasA,4,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,3,4,Typ,0,0,CarPort,Unf,1,294,3,3,N,250,0,24,0,0,0,0,9,2009,WD,Normal,82000
969,120,RL,3696,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,4,3,CBlock,4,3,No,Unf,0,Unf,0,1074,1074,GasA,5,Y,SBrkr,1088,0,0,1088,0,0,1,1,2,1,4,5,Typ,0,0,Attchd,RFn,2,461,3,3,Y,0,74,137,0,0,0,0,10,2007,WD,Normal,170000
970,20,RL,7000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,4,CBlock,3,3,No,ALQ,646,Unf,0,218,864,GasA,5,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,1,336,3,3,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,136500
971,20,RL,11302,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,4,3,PConc,4,3,Gd,GLQ,1422,Unf,0,392,1814,GasA,5,Y,SBrkr,1826,0,0,1826,1,0,2,0,3,1,4,7,Typ,1,3,Attchd,Fin,3,758,3,3,Y,180,75,0,0,120,0,0,8,2006,New,Partial,319000
972,75,RM,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,3,3,BrkTil,3,2,No,Unf,0,Unf,0,530,530,GasA,3,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,2,6,Typ,0,0,Detchd,Unf,1,288,3,3,N,0,0,144,0,0,0,0,3,2007,WD,Normal,101000
973,20,RL,8872,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,3,CBlock,3,3,No,ALQ,595,Unf,0,317,912,GasA,5,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,4,5,Typ,0,0,Detchd,Unf,2,576,3,3,Y,0,240,0,0,0,0,0,12,2008,WD,Normal,147000
974,60,RL,11764,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,No,GLQ,524,Unf,0,628,1152,GasA,5,Y,SBrkr,1164,1106,0,2270,0,0,2,1,4,1,4,9,Typ,1,4,Attchd,Fin,3,671,3,3,Y,132,57,0,0,0,0,0,4,2010,WD,Normal,290000
975,20,RL,6951,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,3,3,CBlock,3,3,No,ALQ,658,Unf,0,218,876,GasA,3,Y,SBrkr,923,0,0,923,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,Unf,1,264,3,3,Y,362,0,0,0,0,0,0,10,2008,WD,Normal,119500
976,20,RL,8892,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,4,3,Stone,3,3,Av,Unf,0,Unf,0,105,105,GasA,4,Y,SBrkr,910,0,0,910,0,0,1,0,3,1,4,5,Typ,0,0,Attchd,Unf,2,414,3,3,Y,196,0,150,0,0,0,0,10,2008,WD,Normal,116000
977,90,RL,8544,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,3,3,Slab,0,0,NA,NA,0,NA,0,0,0,Wall,2,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,3,6,Typ,0,0,Detchd,Unf,2,400,3,3,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,92900
978,50,RL,5400,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,None,2,3,PConc,3,3,No,ALQ,315,Rec,105,420,840,GasA,5,Y,SBrkr,840,534,0,1374,0,0,1,0,2,1,3,6,Typ,0,0,Detchd,Fin,1,338,3,3,Y,0,0,198,0,0,0,0,10,2009,WD,Normal,105000
979,20,RL,14450,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,5,3,PConc,5,3,Gd,Unf,0,Unf,0,2121,2121,GasA,5,Y,SBrkr,2121,0,0,2121,0,0,2,1,3,1,5,8,Typ,1,5,Attchd,Fin,3,732,3,3,Y,124,98,0,0,142,0,0,5,2007,New,Partial,415298
980,60,RL,11796,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,Av,Unf,0,Unf,0,847,847,GasA,5,Y,SBrkr,847,1112,0,1959,0,0,2,1,4,1,4,8,Typ,1,4,BuiltIn,Fin,2,434,3,3,Y,100,48,0,0,0,0,0,7,2007,WD,Normal,215000
981,50,RM,6120,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,2,BrkTil,3,3,No,Unf,0,Unf,0,927,927,GasA,3,Y,SBrkr,1067,472,0,1539,0,0,1,1,3,1,3,5,Typ,0,0,Detchd,Unf,2,576,3,3,Y,112,0,0,0,0,0,0,4,2009,WD,Normal,141500
982,20,RL,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,PConc,3,3,No,LwQ,540,Unf,0,728,1268,GasA,4,Y,SBrkr,1268,0,0,1268,0,0,1,0,2,1,3,7,Typ,1,4,Attchd,Fin,1,244,3,3,Y,0,98,0,0,0,0,0,3,2010,WD,Normal,132000
983,30,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,3,3,PConc,3,3,No,ALQ,250,Unf,0,710,960,GasA,4,Y,FuseA,960,0,0,960,0,0,1,0,2,1,2,5,Typ,0,0,Detchd,Unf,1,308,3,3,Y,0,0,168,0,0,0,0,7,2007,WD,Normal,108500
984,20,RL,10859,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,No,Unf,0,Unf,0,1097,1097,GasA,5,Y,SBrkr,1097,0,0,1097,0,0,1,1,3,1,3,6,Typ,0,0,Attchd,Unf,2,672,3,3,Y,392,64,0,0,0,0,0,6,2009,WD,Normal,145000
985,75,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,BrkTil,4,3,Mn,Rec,390,Unf,0,490,880,GasW,2,N,SBrkr,880,888,0,1768,0,0,1,1,2,1,3,6,Typ,2,3,Detchd,Unf,2,320,3,3,N,0,341,0,0,0,0,0,10,2006,WD,Normal,163000
986,50,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,1950,2005,Gable,CompShg,VinylSd,VinylSd,None,3,4,CBlock,3,3,No,BLQ,120,Unf,0,736,856,GasA,5,Y,SBrkr,1112,556,0,1668,0,0,1,1,3,1,3,6,Min2,0,0,Attchd,Unf,1,271,3,3,Y,0,0,0,0,0,0,0,9,2009,WD,Normal,140000
987,20,RL,13560,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,3,CBlock,2,2,No,Unf,0,Unf,0,1392,1392,GasA,4,Y,SBrkr,1392,0,0,1392,1,0,1,0,2,1,3,5,Maj2,2,3,Attchd,RFn,2,576,3,3,Y,0,0,240,0,0,0,0,7,2009,WD,Normal,110000
988,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,3,2,CBlock,3,3,No,Unf,0,Unf,0,780,780,GasA,5,Y,FuseF,825,587,0,1412,0,0,1,0,4,1,3,6,Typ,1,4,Detchd,Unf,1,280,3,3,Y,45,0,0,0,0,0,0,5,2009,WD,Normal,132500
989,20,RL,10226,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,5,3,Gd,Unf,0,Unf,0,1622,1622,GasA,5,Y,SBrkr,1630,0,0,1630,1,0,2,0,3,1,5,8,Typ,1,4,Attchd,RFn,3,860,3,3,Y,172,42,0,0,0,0,0,1,2009,WD,Normal,295493
990,120,FV,4274,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,GLQ,1106,Unf,0,135,1241,GasA,5,Y,SBrkr,1241,0,0,1241,1,0,1,1,1,1,4,4,Typ,0,0,Attchd,Fin,2,569,3,3,Y,0,116,0,0,0,0,0,11,2007,New,Partial,199900
991,85,RL,7244,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,3,4,CBlock,4,3,Av,ALQ,619,Unf,0,149,768,GasA,5,Y,SBrkr,768,0,0,768,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,2,624,3,3,Y,104,0,0,0,0,0,0,4,2007,WD,Normal,129500
992,20,RL,14778,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,4,3,CBlock,3,3,No,BLQ,728,Unf,0,568,1296,GasA,5,Y,SBrkr,1640,0,0,1640,1,0,1,0,3,1,4,7,Typ,1,4,Detchd,Unf,2,924,3,3,Y,108,0,0,216,0,0,0,11,2008,WD,Normal,224000
993,20,RL,8089,Pave,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,4,3,PConc,4,3,Av,GLQ,945,Unf,0,474,1419,GasA,5,Y,SBrkr,1419,0,0,1419,1,0,2,0,2,1,4,7,Typ,1,4,Attchd,RFn,2,567,3,3,Y,140,0,0,0,0,0,0,10,2007,New,Partial,392000
994,90,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,4,4,Gd,GLQ,1200,Unf,0,0,1200,GasA,3,Y,SBrkr,1200,0,0,1200,3,0,3,0,3,1,3,5,Typ,0,0,NA,NA,0,0,0,0,Y,120,0,0,0,0,0,0,3,2009,WD,Alloca,179000
995,60,RL,7472,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,No,ALQ,626,Unf,0,99,725,GasA,4,Y,SBrkr,725,754,0,1479,1,0,1,1,4,1,4,7,Typ,0,0,Attchd,Fin,2,484,3,3,Y,0,32,0,0,0,0,0,6,2007,WD,Normal,184000
996,20,RL,11029,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,None,5,3,CBlock,4,3,No,ALQ,528,BLQ,411,245,1184,GasA,5,Y,SBrkr,1414,0,0,1414,1,0,1,0,3,1,3,6,Min1,1,3,Attchd,Unf,2,601,3,3,Y,0,51,0,0,190,0,0,5,2008,WD,Normal,176500
997,70,RM,4571,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,3,3,BrkTil,3,3,No,Unf,0,Unf,0,624,624,GasA,2,N,SBrkr,624,720,0,1344,0,0,1,0,4,1,3,7,Typ,0,0,Detchd,Unf,3,513,2,2,Y,0,0,96,0,0,0,0,5,2008,COD,Abnorml,98000
998,60,RL,14762,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,None,3,3,Slab,0,0,NA,NA,0,NA,0,0,0,GasA,4,Y,SBrkr,1547,720,53,2320,0,0,2,0,2,1,3,7,Typ,1,3,Attchd,Unf,2,672,3,3,P,120,144,0,0,0,0,0,5,2006,WD,Normal,169000
999,30,RL,7446,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,3,3,CBlock,3,3,No,Rec,266,Unf,0,522,788,GasA,3,Y,FuseA,788,0,0,788,0,0,1,0,2,1,3,4,Typ,2,3,NA,NA,0,0,0,0,Y,0,0,0,0,0,0,0,4,2006,WD,Abnorml,100000
1000,160,RL,2289,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,3,3,CBlock,3,3,No,ALQ,311,Unf,0,544,855,GasA,3,Y,SBrkr,855,586,0,1441,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,Unf,2,440,3,3,Y,28,0,0,0,0,0,0,4,2009,WD,Normal,148500
1001,20,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,3,3,CBlock,3,3,No,Rec,612,Unf,0,252,864,GasA,5,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,1,300,5,5,Y,0,0,0,0,0,0,450,10,2009,WD,Normal,127500
1002,20,RL,9000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,3,3,PConc,3,3,No,ALQ,616,Unf,0,248,864,GasA,3,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,Unf,2,528,3,3,Y,0,0,0,0,0,0,0,5,2007,WD,Normal,120500
1003,90,RL,11475,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,3,CBlock,3,3,No,Unf,0,Unf,0,1584,1584,GasA,3,Y,SBrkr,1776,0,0,1776,1,0,2,0,4,2,3,9,Typ,0,0,Detchd,Unf,3,888,3,3,Y,0,25,0,0,0,0,0,7,2009,COD,Abnorml,110000
1004,20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,3,3,No,BLQ,775,Unf,0,281,1056,GasA,5,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,3,6,Typ,1,2,Attchd,Unf,1,304,3,3,Y,0,85,184,0,0,0,0,7,2010,WD,Normal,142000
1005,30,RL,10020,Pave,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,2,BrkTil,2,1,Gd,BLQ,350,Unf,0,333,683,GasA,4,N,FuseA,904,0,0,904,1,0,0,1,1,1,2,4,Maj1,0,0,NA,NA,0,0,0,0,Y,0,0,0,0,0,0,0,3,2009,WD,Normal,61000
1006,20,FV,4403,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,5,3,PConc,5,3,Av,GLQ,578,Unf,0,892,1470,GasA,5,Y,SBrkr,1478,0,0,1478,1,0,2,1,2,1,4,7,Typ,1,4,Attchd,Fin,2,484,3,3,Y,0,144,0,0,0,0,0,6,2010,New,Partial,222000
1007,50,RM,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,4,4,CBlock,2,3,No,Unf,0,Unf,0,840,840,GasA,4,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,Typ,0,0,Detchd,Unf,1,379,3,3,Y,0,0,202,0,0,0,0,5,2010,WD,Normal,107400
